,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
358,ATXS,"Astria Therapeutics, Inc.",795.00M,3.11%,354591,-
359,EMBC,Embecta Corp.,791.13M,2.91%,96256,1.12B
360,MD,"Pediatrix Medical Group, Inc.",787.39M,0.48%,274342,1.99B
361,PHAR,Pharming Group N.V.,783.10M,-7.03%,1047,232.68M
362,LAB,Standard BioTools Inc.,777.52M,-1.31%,2284425,106.34M
363,CVAC,CureVac N.V.,770.30M,-,632811,45.62M
364,ZYME,Zymeworks Inc.,769.19M,-0.37%,214494,76.01M
365,ATRI,Atrion Corporation,763.33M,-1.53%,10008,169.33M
366,TMCI,"Treace Medical Concepts, Inc.",763.29M,-,67183,187.12M
367,FATE,"Fate Therapeutics, Inc.",760.16M,0.85%,1095544,63.53M
368,EXAI,Exscientia plc,752.14M,8.89%,1012314,29.47M
369,AUPH,Aurinia Pharmaceuticals Inc.,751.29M,-0.38%,764799,175.51M
370,CRON,Cronos Group Inc.,751.16M,2.03%,1079213,87.24M
371,TRML,"Tourmaline Bio, Inc.",746.59M,0.90%,132692,-
372,BLFS,"BioLife Solutions, Inc.",743.38M,5.59%,130417,143.27M
373,CCCC,"C4 Therapeutics, Inc.",738.14M,0.79%,1319301,20.76M
374,ACCD,"Accolade, Inc.",728.41M,0.32%,314138,388.49M
375,CGEM,"Cullinan Oncology, Inc.",724.70M,0.24%,79124,-
376,OLMA,"Olema Pharmaceuticals, Inc.",720.18M,3.54%,533583,-
377,PRAX,"Praxis Precision Medicines, Inc.",713.68M,1.39%,33850,2.45M
378,NRIX,"Nurix Therapeutics, Inc.",711.65M,1.15%,414194,76.99M
379,SIBN,"SI-BONE, Inc.",710.42M,-3.32%,207529,138.89M
380,EDIT,"Editas Medicine, Inc.",709.73M,-0.52%,620151,78.12M
381,NVAX,"Novavax, Inc.",708.16M,3.36%,2830982,983.71M
382,ABVX,Abivax SA,705.31M,-2.07%,8674,-
383,VREX,Varex Imaging Corporation,705.14M,-0.23%,65459,877.80M
384,YMAB,"Y-mAbs Therapeutics, Inc.",704.37M,-1.86%,99554,84.82M
385,ANAB,"AnaptysBio, Inc.",700.43M,-2.15%,192463,17.16M
386,CMPS,COMPASS Pathways plc,690.77M,0.28%,306393,-
387,PRTC,PureTech Health plc,690.26M,-,1009,15.62M
388,FUSN,Fusion Pharmaceuticals Inc.,684.23M,0.26%,363447,2.21M
389,MRSN,"Mersana Therapeutics, Inc.",684.15M,2.39%,1268833,36.86M
390,FLGT,"Fulgent Genetics, Inc.",680.88M,0.53%,192257,289.21M
391,SVRA,Savara Inc.,678.31M,-0.51%,217078,-
392,FULC,"Fulcrum Therapeutics, Inc.",675.71M,3.12%,790501,2.81M
393,CATX,"Perspective Therapeutics, Inc.",674.82M,-5.65%,1614642,8.17M
394,LBPH,"Longboard Pharmaceuticals, Inc.",671.79M,-,340623,-
395,AVTE,"Aerovate Therapeutics, Inc.",667.93M,7.15%,48639,-
396,NKTX,"Nkarta, Inc.",666.40M,-1.15%,313629,-
397,COGT,"Cogent Biosciences, Inc.",659.85M,3.15%,499706,-
398,RVNC,"Revance Therapeutics, Inc.",654.98M,-2.70%,753755,234.04M
399,OPK,"OPKO Health, Inc.",653.50M,0.74%,6106480,863.50M
400,KIDS,OrthoPediatrics Corp.,645.49M,-0.93%,41855,148.73M
401,CCRN,"Cross Country Healthcare, Inc.",638.61M,-4.95%,135079,2.02B
402,APLT,"Applied Therapeutics, Inc.",636.38M,1.66%,485435,9.99M
403,MLYS,"Mineralys Therapeutics, Inc.",635.85M,-1.59%,278345,-
404,INNV,InnovAge Holding Corp.,631.93M,1.29%,3715,720.80M
405,AVBP,"ArriVent BioPharma, Inc.",627.95M,2.19%,23270,-
406,OABI,"OmniAb, Inc.",623.95M,-0.37%,163497,64.69M
407,SILK,"Silk Road Medical, Inc",622.09M,-1.92%,250620,177.13M
408,LXRX,"Lexicon Pharmaceuticals, Inc.",620.52M,-1.98%,4906603,531.00K
409,CALT,Calliditas Therapeutics AB (publ),606.19M,3.96%,5996,105.88M
410,TVTX,"Travere Therapeutics, Inc.",589.38M,4.90%,464416,145.24M
411,PLSE,"Pulse Biosciences, Inc.",588.26M,-0.55%,61101,-9.00K
412,ALXO,ALX Oncology Holdings Inc.,587.78M,-6.27%,273588,-
413,MNMD,Mind Medicine (MindMed) Inc.,586.93M,14.31%,2547185,-
414,IGMS,"IGM Biosciences, Inc.",584.93M,-0.10%,170566,2.13M
415,ALT,"Altimmune, Inc.",580.27M,1.29%,2498164,279.00K
416,PNTG,"The Pennant Group, Inc.",574.14M,-0.10%,57059,544.89M
417,CDNA,"CareDx, Inc",572.67M,-3.77%,304503,280.32M
418,ALEC,"Alector, Inc.",563.96M,3.90%,514901,97.06M
419,NNOX,Nano-X Imaging Ltd.,560.87M,1.20%,1222234,9.64M
420,BMEA,"Biomea Fusion, Inc.",557.72M,9.86%,638087,-
421,ABSI,Absci Corporation,553.99M,-,436225,6.94M
422,LYEL,"Lyell Immunopharma, Inc.",553.93M,8.49%,537284,130.00K
423,IRMD,IRadimed Corporation,549.57M,1.85%,25361,65.56M
424,TALK,"Talkspace, Inc.",548.07M,-0.30%,1094260,137.87M
425,CSTL,"Castle Biosciences, Inc.",547.90M,-1.45%,72222,219.79M
426,URGN,UroGen Pharma Ltd.,542.63M,-1.19%,52010,77.28M
427,LIAN,LianBio,534.91M,0.10%,52303,-
428,MPLN,MultiPlan Corporation,534.70M,1.50%,729059,961.52M
429,REPL,"Replimune Group, Inc.",534.07M,2.87%,300210,-
430,NVRO,Nevro Corp.,532.68M,-2.15%,108650,425.17M
431,LRMR,"Larimar Therapeutics, Inc.",532.37M,1.48%,140356,-
432,RDUS,"Radius Health, Inc.",531.24M,2.02%,38318,2.96B
433,OFIX,Orthofix Medical Inc.,525.56M,1.57%,96556,746.64M
434,ELVN,"Enliven Therapeutics, Inc.",525.45M,-2.75%,33462,-
435,DNTH,"Dianthus Therapeutics, Inc.",524.21M,21.91%,209679,924.00K
436,EHAB,"Enhabit, Inc.",522.35M,3.60%,437908,1.05B
437,PIII,P3 Health Partners Inc.,521.75M,-22.56%,1353062,1.18B
438,OSUR,"OraSure Technologies, Inc.",521.00M,-,318935,405.47M
439,ADPT,Adaptive Biotechnologies Corporation,520.15M,-3.06%,379502,170.28M
440,KALV,"KalVista Pharmaceuticals, Inc.",519.19M,1.44%,149189,-
441,VALN,Valneva SE,511.78M,-0.13%,3394,237.46M
442,PAHC,Phibro Animal Health Corporation,511.16M,0.28%,74510,982.01M
443,NUVB,Nuvation Bio Inc.,510.38M,2.58%,337297,-
444,MRNS,"Marinus Pharmaceuticals, Inc.",502.71M,0.86%,149809,30.99M
445,NYXH,Nyxoah S.A.,501.80M,2.06%,64022,4.83M
446,VTYX,"Ventyx Biosciences, Inc.",498.79M,-1.90%,976901,-
447,MREO,Mereo BioPharma Group plc,490.85M,-6.71%,2936737,9.02M
448,VYGR,"Voyager Therapeutics, Inc.",490.33M,-,299089,250.01M
449,PETQ,"PetIQ, Inc.",487.68M,-0.03%,54273,1.10B
450,ABUS,Arbutus Biopharma Corporation,483.73M,0.04%,330776,18.14M
451,GHRS,GH Research PLC,481.26M,8.11%,107133,-
452,AVAH,Aveanna Healthcare Holdings Inc.,478.74M,3.19%,70187,1.87B
453,PHAT,"Phathom Pharmaceuticals, Inc.",477.76M,-1.96%,263858,682.00K
454,HCAT,"Health Catalyst, Inc.",477.29M,0.80%,113795,295.94M
455,AEON,"AEON Biopharma, Inc.",460.78M,-1.48%,13718,-
456,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",457.61M,4.93%,249723,-
457,CRBU,"Caribou Biosciences, Inc.",453.38M,9.26%,2750289,34.48M
458,ZIMV,ZimVie Inc.,450.81M,1.89%,118839,457.43M
459,CELC,Celcuity Inc.,450.49M,0.95%,257490,-
460,PEPG,PepGen Inc.,449.40M,-1.55%,52744,-
461,RENB,Renovaro Biosciences Inc.,446.81M,-7.56%,135438,-
462,TERN,"Terns Pharmaceuticals, Inc.",440.59M,-2.38%,390459,-
463,RCEL,"AVITA Medical, Inc.",437.01M,-0.12%,54600,51.57M
464,CVRX,"CVRx, Inc.",433.83M,6.32%,46796,39.30M
465,MODV,ModivCare Inc.,430.49M,-0.56%,35176,2.76B
466,IVVD,"Invivyd, Inc.",430.22M,2.21%,79547,-
467,OCS,Oculis Holding AG,429.21M,0.17%,12339,-
468,TSHA,"Taysha Gene Therapies, Inc.",429.07M,-,627916,14.35M
469,TNYA,"Tenaya Therapeutics, Inc.",427.35M,-2.97%,127543,-
470,AVXL,Anavex Life Sciences Corp.,426.98M,2.50%,735251,-
471,SLDB,Solid Biosciences Inc.,426.80M,5.75%,315666,-
472,ITOS,"iTeos Therapeutics, Inc.",422.95M,-2.68%,83356,12.60M
473,MXCT,"MaxCyte, Inc.",420.12M,4.52%,790298,41.29M
474,SRDX,"Surmodics, Inc.",417.97M,-0.77%,11365,138.20M
475,MGX,"Metagenomi, Inc.",415.81M,-2.62%,76036,17.20M
476,STTK,"Shattuck Labs, Inc.",414.45M,3.84%,233046,1.66M
477,ANNX,"Annexon, Inc.",413.15M,29.08%,3518604,-
478,TBPH,"Theravance Biopharma, Inc.",410.36M,2.23%,90304,57.42M
479,LXEO,"Lexeo Therapeutics, Inc.",410.34M,7.39%,99599,-
480,NGNE,Neurogene Inc.,406.51M,-1.44%,39764,-
481,ZYXI,"Zynex, Inc.",405.72M,0.71%,41940,184.32M
482,THRD,"Third Harmonic Bio, Inc.",404.03M,0.93%,12900,-
483,CDMO,"Avid Bioservices, Inc.",402.83M,-0.94%,1619776,140.94M
484,FBLG,"FibroBiologics, Inc.",397.65M,-2.75%,35591,-
485,EPIX,ESSA Pharma Inc.,395.71M,0.73%,24912,-
486,AURA,"Aura Biosciences, Inc.",393.09M,-0.13%,72348,-
487,CBUS,"Cibus, Inc.",391.83M,2.52%,4802,756.00K
488,JSPR,"Jasper Therapeutics, Inc.",391.66M,4.29%,36339,-
489,CYH,"Community Health Systems, Inc.",389.70M,0.70%,702543,12.49B
490,ORGO,Organogenesis Holdings Inc.,387.97M,1.02%,193481,433.14M
491,CERS,Cerus Corporation,387.95M,-3.50%,984117,186.80M
492,ANL,Adlai Nortye Ltd.,387.83M,0.29%,999,-
493,NPCE,"NeuroPace, Inc.",387.47M,-2.05%,26913,65.42M
494,HUMA,"Humacyte, Inc.",387.19M,-0.60%,296057,-
495,TRDA,"Entrada Therapeutics, Inc.",386.40M,3.71%,93535,87.17M
496,MGTX,MeiraGTx Holdings plc,386.04M,3.95%,50243,-
497,BTMD,biote Corp.,385.62M,15.09%,222305,184.14M
498,ESPR,"Esperion Therapeutics, Inc.",379.36M,4.63%,1082557,116.33M
499,DCGO,DocGo Inc.,378.14M,-3.03%,641676,624.29M
500,ANIK,"Anika Therapeutics, Inc.",377.59M,-0.12%,48475,163.31M
501,SIGA,"SIGA Technologies, Inc.",377.50M,19.17%,3733291,139.92M
502,ADAP,Adaptimmune Therapeutics plc,375.17M,9.06%,1042873,60.28M
503,PGEN,"Precigen, Inc.",374.62M,-,519074,6.76M
504,CLOV,"Clover Health Investments, Corp.",374.27M,4.85%,26307027,2.42B
505,TCMD,"Tactile Systems Technology, Inc.",374.19M,0.78%,68244,274.42M
506,KRRO,"Korro Bio, Inc.",374.13M,-2.60%,27154,-
507,AQST,"Aquestive Therapeutics, Inc.",373.84M,1.37%,1435290,50.58M
508,ADVM,"Adverum Biotechnologies, Inc.",372.89M,-2.49%,653516,3.60M
509,ANRO,"Alto Neuroscience, Inc.",372.25M,-4.33%,128416,-
510,HROW,"Harrow Health, Inc.",367.33M,1.43%,138249,114.17M
511,VMD,"Viemed Healthcare, Inc.",361.99M,-0.53%,67420,183.01M
512,ADCT,ADC Therapeutics SA,358.86M,-13.48%,1300177,122.57M
513,AXGN,"AxoGen, Inc.",355.59M,-0.67%,131505,159.01M
514,SPOK,"Spok Holdings, Inc.",355.01M,0.31%,59241,139.03M
515,HRTX,"Heron Therapeutics, Inc.",354.17M,30.51%,15161990,127.04M
516,SNDL,SNDL Inc.,352.76M,-,1271045,685.16M
517,BVS,Bioventus Inc.,352.61M,-4.55%,167783,512.35M
518,ACIU,AC Immune SA,347.29M,4.00%,90481,1.09K
519,INZY,"Inozyme Pharma, Inc.",344.38M,0.26%,415351,-
520,AMRN,Amarin Corporation plc,343.64M,-1.33%,998705,306.91M
521,LUNG,Pulmonx Corporation,342.98M,-,127122,68.68M
522,PROC,Procaps Group S.A.,339.60M,6.64%,9028,414.10M
523,AVIR,"Atea Pharmaceuticals, Inc.",337.50M,0.25%,70525,-
524,SHCR,"Sharecare, Inc.",335.44M,2.24%,643179,239.56M
525,LYRA,"Lyra Therapeutics, Inc.",335.35M,4.52%,79345,1.42M
526,AIRS,"AirSculpt Technologies, Inc.",335.35M,2.05%,6696,195.92M
527,KMDA,Kamada Ltd.,334.13M,-1.04%,11056,142.52M
528,SENS,"Senseonics Holdings, Inc.",330.39M,-6.14%,1977949,22.39M
529,LFMD,"LifeMD, Inc.",328.52M,6.26%,803963,152.55M
530,GUTS,"Fractyl Health, Inc.",328.01M,-3.16%,304471,-
531,TCRX,"TScan Therapeutics, Inc.",323.68M,3.85%,47331,21.05M
532,ERAS,"Erasca, Inc.",323.33M,4.67%,337241,-
533,NAUT,"Nautilus Biotechnology, Inc.",317.75M,3.15%,20963,-
534,ATAI,Atai Life Sciences N.V.,317.08M,-2.09%,1487647,334.00K
535,SOPH,SOPHiA GENETICS SA,316.71M,2.58%,12932,62.37M
536,GOSS,"Gossamer Bio, Inc.",315.81M,2.86%,992796,-
537,SMTI,Sanara MedTech Inc.,314.64M,1.09%,5471,62.62M
538,KOD,Kodiak Sciences Inc.,311.16M,4.72%,355104,-
539,SNDA,"Sonida Senior Living, Inc.",311.16M,-1.63%,17768,249.13M
540,XERS,"Xeris Biopharma Holdings, Inc.",310.40M,-1.81%,1608175,163.91M
541,ENTA,"Enanta Pharmaceuticals, Inc.",307.61M,-0.34%,117699,73.62M
542,PSTX,"Poseida Therapeutics, Inc.",305.87M,5.36%,564488,64.70M
543,GLUE,"Monte Rosa Therapeutics, Inc.",304.49M,6.25%,69038,-
544,IMMP,Immutep Limited,303.15M,3.53%,93995,4.58M
545,XOMA,XOMA Corporation,298.20M,-0.47%,3183,4.76M
546,STOK,"Stoke Therapeutics, Inc.",296.05M,1.81%,171160,9.25M
547,NBTX,Nanobiotix S.A.,293.03M,-5.22%,7641,7.41M
548,SERA,"Sera Prognostics, Inc.",286.73M,-,30544,330.00K
549,IPSC,"Century Therapeutics, Inc.",284.22M,2.11%,64711,2.49M
550,AMWL,American Well Corporation,284.08M,4.16%,1152647,259.05M
551,HOWL,"Werewolf Therapeutics, Inc.",282.07M,-5.23%,100719,19.94M
552,RAPT,"RAPT Therapeutics, Inc.",277.34M,8.59%,444384,-
553,FHTX,Foghorn Therapeutics Inc.,276.68M,2.91%,20877,34.16M
554,EDAP,EDAP TMS S.A.,276.24M,1.48%,29618,60.13M
555,OPT,Opthea Limited,275.89M,-7.37%,2887,385.28K
556,VSTM,"Verastem, Inc.",273.91M,-0.60%,68673,-
557,STRO,"Sutro Biopharma, Inc.",270.02M,1.69%,833182,48.64M
558,ARAY,Accuray Incorporated,269.74M,-0.18%,117834,447.48M
559,INO,"Inovio Pharmaceuticals, Inc.",268.99M,-4.74%,769397,832.01K
560,FENC,Fennec Pharmaceuticals Inc.,268.34M,0.93%,13717,13.05M
561,AGEN,Agenus Inc.,267.26M,0.52%,2894459,100.90M
562,MESO,Mesoblast Limited,266.38M,-5.83%,515253,7.25M
563,CGC,Canopy Growth Corporation,266.05M,2.05%,1047246,248.53M
564,AKBA,"Akebia Therapeutics, Inc.",265.63M,2.11%,1260901,193.61M
565,WGS,GeneDx Holdings Corp.,265.62M,9.86%,141227,202.57M
566,QSI,Quantum-Si incorporated,265.11M,-0.27%,736118,1.08M
567,CMPX,"Compass Therapeutics, Inc.",263.90M,4.83%,322591,-
568,RIGL,"Rigel Pharmaceuticals, Inc.",261.31M,-0.67%,598640,116.88M
569,CHRS,"Coherus BioSciences, Inc.",259.48M,2.46%,1411108,211.07M
570,UTMD,"Utah Medical Products, Inc.",259.33M,-1.01%,9036,51.47M
571,BLUE,"bluebird bio, Inc.",259.24M,1.12%,3858561,21.73M
572,PBYI,"Puma Biotechnology, Inc.",257.91M,-,143283,235.64M
573,OMER,Omeros Corporation,253.35M,1.49%,212787,-
574,PYXS,"Pyxis Oncology, Inc.",252.64M,2.98%,634953,-
575,OCGN,"Ocugen, Inc.",252.40M,8.74%,4360555,-
576,CGEN,Compugen Ltd.,250.68M,1.79%,244534,33.46M
577,TLSI,"TriSalus Life Sciences, Inc.",247.23M,-0.11%,31097,25.19M
578,QURE,uniQure N.V.,246.37M,-1.84%,524628,15.84M
579,OPRX,OptimizeRx Corporation,246.15M,1.47%,45525,62.81M
580,GRTS,"Gritstone bio, Inc.",246.14M,-4.38%,909833,16.34M
581,ZVRA,"Zevra Therapeutics, Inc.",244.51M,1.44%,133688,16.56M
582,CDXS,"Codexis, Inc.",243.95M,0.14%,235165,70.14M
583,GLSI,"Greenwich LifeSciences, Inc.",242.83M,-4.57%,55388,-
584,TSVT,"2seventy bio, Inc.",242.70M,-15.43%,1401391,100.39M
585,ME,23andMe Holding Co.,242.09M,2.27%,2681066,247.99M
586,AKYA,"Akoya Biosciences, Inc.",238.82M,-,124852,96.63M
587,ABOS,"Acumen Pharmaceuticals, Inc.",238.59M,3.76%,141682,-
588,LCTX,"Lineage Cell Therapeutics, Inc.",233.78M,-2.02%,435610,8.95M
589,AMLX,"Amylyx Pharmaceuticals, Inc.",233.17M,-0.44%,2781831,380.79M
590,PRLD,Prelude Therapeutics Incorporated,232.86M,9.39%,21291,-
591,MASS,908 Devices Inc.,231.36M,0.14%,74843,50.23M
592,SMLR,"Semler Scientific, Inc.",228.58M,2.30%,39584,68.18M
593,LFCR,"Lifecore Biomedical, Inc.",226.66M,0.84%,30231,157.39M
594,VNDA,Vanda Pharmaceuticals Inc.,223.25M,0.26%,421856,192.64M
595,RPTX,Repare Therapeutics Inc.,221.88M,3.90%,26738,51.13M
596,VRCA,Verrica Pharmaceuticals Inc.,220.58M,-0.96%,106670,5.12M
597,SCLX,Scilex Holding Company,219.37M,0.38%,292372,46.74M
598,ANGO,"AngioDynamics, Inc.",218.81M,1.46%,193564,329.54M
599,NOTV,"Inotiv, Inc.",216.38M,-2.92%,316838,585.17M
600,OMGA,"Omega Therapeutics, Inc.",215.60M,2.05%,115204,2.84M
601,SGHT,"Sight Sciences, Inc.",214.70M,0.92%,34806,82.85M
602,OPTN,"OptiNose, Inc.",213.48M,1.85%,365396,70.99M
603,TELO,"Telomir Pharmaceuticals, Inc.",213.04M,4.83%,64307,-
604,MACK,"Merrimack Pharmaceuticals, Inc.",212.66M,0.38%,66303,-
605,BFLY,"Butterfly Network, Inc.",212.30M,4.81%,593398,65.90M
606,INMB,"INmune Bio, Inc.",211.94M,1.19%,29984,224.00K
607,GBIO,Generation Bio Co.,209.07M,-2.58%,242696,5.90M
608,FGEN,"FibroGen, Inc.",206.93M,5.82%,2251890,147.75M
609,CDT,Conduit Pharmaceuticals Inc.,205.25M,-5.70%,25501,-
610,STXS,"Stereotaxis, Inc.",203.68M,1.41%,187205,26.77M
611,SPRB,"Spruce Biosciences, Inc.",203.55M,0.10%,485625,7.20M
612,ABEO,Abeona Therapeutics Inc.,203.02M,-0.18%,199349,3.57M
613,CLLS,Cellectis S.A.,202.82M,-2.29%,9930,24.41M
614,DRTS,Alpha Tau Medical Ltd.,202.04M,-,14897,-
615,IPHA,Innate Pharma S.A.,201.46M,-0.78%,1521,57.45M
616,IVA,Inventiva S.A.,201.42M,-0.75%,31624,24.22M
617,ALIM,"Alimera Sciences, Inc.",200.52M,0.52%,9794,80.75M
618,PROF,Profound Medical Corp.,200.32M,0.67%,11558,5.41M
619,ELEV,"Elevation Oncology, Inc.",198.50M,1.47%,186972,-
620,GRPH,"Graphite Bio, Inc.",198.01M,5.44%,1112776,-
621,BDTX,"Black Diamond Therapeutics, Inc.",195.49M,9.26%,275872,-
622,XBIT,XBiotech Inc.,195.10M,0.39%,28869,300.00K
623,OBIO,"Orchestra BioMed Holdings, Inc.",194.45M,1.84%,53637,3.60M
624,OVID,Ovid Therapeutics Inc.,193.75M,-3.36%,143989,391.70K
625,ACET,"Adicet Bio, Inc.",193.64M,-2.12%,307268,-
626,INFU,"InfuSystem Holdings, Inc.",193.62M,4.21%,38757,122.84M
627,SCPH,scPharmaceuticals Inc.,192.21M,-,66943,7.50M
628,CRDF,"Cardiff Oncology, Inc.",189.43M,22.10%,3180749,488.00K
629,CRMD,CorMedix Inc.,188.04M,12.87%,756962,-
630,HBIO,"Harvard Bioscience, Inc.",185.32M,0.94%,35360,112.25M
631,CAPR,"Capricor Therapeutics, Inc.",185.26M,1.02%,106410,25.18M
632,TRVI,"Trevi Therapeutics, Inc.",184.55M,4.15%,155819,-
633,OGI,OrganiGram Holdings Inc.,183.16M,0.41%,344065,-
634,ATNM,"Actinium Pharmaceuticals, Inc.",182.97M,-0.23%,63168,-
635,PRQR,ProQR Therapeutics N.V.,181.78M,16.59%,439122,4.92M
636,ASPI,ASP Isotopes Inc.,181.44M,-0.76%,431649,-
637,CYBN,Cybin Inc.,180.78M,-3.30%,37732213,-
638,GNLX,Genelux Corporation,180.08M,-4.82%,32210,238.00K
639,JYNT,The Joint Corp.,179.90M,-0.94%,58057,117.70M
640,GNFT,Genfit S.A.,175.92M,1.42%,2999,32.69M
641,NVCT,"Nuvectis Pharma, Inc.",175.56M,-5.47%,27317,-
642,QIPT,Quipt Home Medical Corp.,174.94M,-2.29%,53597,185.18M
643,VXRT,"Vaxart, Inc.",174.89M,0.88%,522758,4.16M
644,ALDX,"Aldeyra Therapeutics, Inc.",174.63M,-3.00%,597002,-
645,GTHX,"G1 Therapeutics, Inc.",174.09M,2.41%,392111,82.51M
646,IMRX,Immuneering Corporation,171.45M,-0.94%,17944,-
647,SYRS,"Syros Pharmaceuticals, Inc.",170.08M,0.77%,52741,8.80M
648,GLYC,"GlycoMimetics, Inc.",168.71M,-,269598,-
649,RLMD,"Relmada Therapeutics, Inc.",167.35M,3.16%,89470,-
650,KPTI,Karyopharm Therapeutics Inc.,166.85M,0.34%,515151,146.03M
651,AUGX,"Augmedix, Inc.",166.06M,-0.15%,407637,40.93M
652,ATOS,"Atossa Therapeutics, Inc.",164.15M,-6.87%,1332500,-
653,NKTR,Nektar Therapeutics,163.42M,-4.34%,1123413,90.12M
654,INGN,"Inogen, Inc.",162.82M,2.44%,127436,315.66M
655,CLPT,"ClearPoint Neuro, Inc.",160.93M,21.57%,543418,23.96M
656,ACB,Aurora Cannabis Inc.,159.83M,2.74%,859402,200.73M
657,DBVT,DBV Technologies S.A.,159.73M,-3.63%,35169,15.73M
658,SGMT,Sagimet Biosciences Inc.,159.16M,-4.41%,869201,2.00M
659,RANI,"Rani Therapeutics Holdings, Inc.",158.13M,6.82%,37501,-
660,ALUR,Allurion Technologies Inc.,153.33M,3.02%,20138,109.44M
661,SGMO,"Sangamo Therapeutics, Inc.",152.71M,-6.12%,2040304,201.42M
662,OCEA,"Ocean Biomedical, Inc.",152.37M,7.27%,877077,-
663,DSGN,"Design Therapeutics, Inc.",151.21M,-0.19%,65828,-
664,IMAB,I-Mab,151.20M,1.09%,252336,-35.05M
665,XTNT,"Xtant Medical Holdings, Inc.",150.93M,3.12%,18520,78.46M
666,ACHV,"Achieve Life Sciences, Inc.",149.00M,1.26%,35751,-
667,FONR,FONAR Corporation,148.49M,-1.83%,23080,102.42M
668,ELMD,"Electromed, Inc.",148.01M,-0.41%,12479,51.69M
669,CDXC,ChromaDex Corporation,146.85M,8.72%,391136,83.57M
670,XFOR,"X4 Pharmaceuticals, Inc.",144.72M,-2.77%,1305034,-
671,BDSX,"Biodesix, Inc.",144.44M,-2.00%,17350,49.09M
672,PDSB,PDS Biotechnology Corporation,143.87M,1.62%,622671,-
673,CTMX,"CytomX Therapeutics, Inc.",142.89M,-1.86%,405435,101.21M
674,ZURA,Zura Bio Limited,140.49M,-1.10%,38102,-
675,MDWD,MediWound Ltd.,140.32M,-4.21%,27587,24.97M
676,VOR,Vor Biopharma Inc.,136.29M,-,196152,-
677,HITI,High Tide Inc.,136.02M,-1.74%,84694,487.67M
678,MOLN,Molecular Partners AG,133.92M,-10.25%,7928,9.46M
679,TBRG,TruBridge Inc.,133.71M,-6.58%,95210,336.79M
680,VINC,"Vincerx Pharma, Inc.",133.63M,4.95%,299609,-
681,ARMP,"Armata Pharmaceuticals, Inc.",131.94M,-1.10%,6020,4.05M
682,TELA,"TELA Bio, Inc.",131.50M,0.56%,33881,53.08M
683,ADAG,Adagene Inc.,131.03M,0.34%,4902,22.67M
684,TOI,"The Oncology Institute, Inc.",130.54M,2.82%,99513,309.88M
685,COYA,"Coya Therapeutics, Inc.",129.79M,2.77%,26565,-
686,NGM,"NGM Biopharmaceuticals, Inc.",128.53M,0.32%,159067,-
687,CELU,Celularity Inc.,128.41M,1.32%,35435,14.79M
688,STIM,"Neuronetics, Inc.",128.25M,0.70%,35056,71.35M
689,ZTEK,Zentek Ltd.,128.04M,1.25%,12915,25.27K
690,ZOM,Zomedica Corp.,127.59M,3.76%,2281886,24.01M
691,YS,"YS Biopharma Co., Ltd.",127.33M,13.89%,202534,560.76M
692,BCAB,"BioAtla, Inc.",126.31M,0.97%,74702,-
693,CLSD,"Clearside Biomedical, Inc.",125.53M,3.96%,670693,8.23M
694,SEER,"Seer, Inc.",123.39M,-1.30%,253651,16.66M
695,GTH,Genetron Holdings Limited,123.02M,0.13%,7673,93.36M
696,IMUX,"Immunic, Inc.",122.30M,1.84%,203206,-
697,LIFW,"MSP Recovery, Inc.",122.08M,-3.18%,201727,8.60M
698,OM,"Outset Medical, Inc.",121.97M,-1.85%,588950,130.38M
699,GALT,Galectin Therapeutics Inc.,121.84M,1.52%,23254,-
700,EBS,Emergent BioSolutions Inc.,121.63M,-2.58%,1087381,1.05B
701,KNTE,Kinnate Biopharma Inc.,120.04M,-,262609,-
702,YI,"111, Inc.",119.27M,5.64%,116081,2.06B
703,MCRB,"Seres Therapeutics, Inc.",117.80M,-,2804717,126.33M
704,ALLK,Allakos Inc.,116.34M,4.89%,384924,-
705,TKNO,"Alpha Teknova, Inc.",116.26M,2.46%,10071,36.71M
706,ORMP,Oramed Pharmaceuticals Inc.,115.88M,-3.15%,79330,1.34M
707,SCTL,"Societal CDMO, Inc.",115.07M,-,119453,91.20M
708,IOBT,"IO Biotech, Inc.",113.97M,1.14%,96092,-
709,CVM,CEL-SCI Corporation,113.90M,-0.43%,127441,-
710,BYSI,BeyondSpring Inc.,113.15M,-2.99%,56230,1.55M
711,ETON,"Eton Pharmaceuticals, Inc.",112.90M,1.36%,32667,33.48M
712,SHOT,Safety Shot Inc,112.72M,-4.32%,584306,4.40M
713,VANI,"Vivani Medical, Inc.",112.71M,0.51%,180823,-
714,VTGN,"VistaGen Therapeutics, Inc.",110.53M,4.40%,145826,1.04M
715,CTXR,"Citius Pharmaceuticals, Inc.",110.46M,5.21%,272232,-
716,ACRV,"Acrivon Therapeutics, Inc.",109.86M,2.40%,7908,-
717,DMAC,DiaMedica Therapeutics Inc.,109.69M,1.56%,19659,-
718,CYT,"Cyteir Therapeutics, Inc.",109.43M,1.50%,37959,-
719,MYO,"Myomo, Inc.",108.54M,-5.26%,125625,19.24M
720,SY,So-Young International Inc.,108.42M,0.95%,56708,197.06M
721,VIGL,"Vigil Neuroscience, Inc.",106.91M,-2.68%,15058,-
